Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,FEIN NUM,Event Number,Case_ID
"Easter Seals New York(Intermediate Care Facilities at 4 Kessler Centers)302 Daley BlvdRochester, NY 14617",Helps people with disabilities with therapy,Rochester |WDB Name: MONROE | Region:Finger Lakes Region,78 (total at all 4 sites),22,4/20/2018,7/20/2018,7/20/2018,Economic,Plant Closing,Plant Closing,"Local 86, International Brotherhood of Electrical Workers","Devon Bryan Director, Human Resources",(212) 727-4345,13-5596808,2017-0343,6349
"Eastman Kodak Company (Eastman Business Park)1669 Lake AvenueRochester, NY 14650",Photographic equipment and Supplies,Monroe |WDB Name: MONROE | Region:Finger Lakes Region,-----,7,4/24/2018,7/22/2018,-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Pamela J. Fantauzzo, Human Resource Specialist",(585) 724-7080,16-0417150,2017-0351,6348
"Synaptics Incorporated90 Linden OaksRochester, NY 14625",Developer of human interface hardware and software.,Monroe | WDB Name: MONROE | Region: Finger Lakes Region,40,40,4/17/2018,7/20/2018,7/20/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"John McFarland, Senior Vice President, General Counsel & Secretary",(408) 904-2741,77-0118518,2017-0347,6347
"Association for Neurologically Impaired Brain Injured Children, Inc. (ANIBIC)61-35 220th StreetOakland Gardens, NY 11364",Provide Medicaid Service Coordination (MCS) to individuals with disabilities,Queens |WDB Name: NEW YORK CITY | Region:New York City,-----,25,4/23/2018,6/30/2018,-----,"Transition of Office of People with Developmental Disabilities (OPWDD) MCS services to Care Coordination Organization, Care Design NY (CDNY). All ANIBIC affected employees have been offered and accepted employment with CDNY effective July 1, 2018.",Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Rachel Plakstis, MSC Director",(347) 594-2130,11-2348663,2017-0349,6345
"Pfizer, Inc.64 Maple StreetRouses Point, NY 12979",Pharmaceuticals (production),Clinton | WDB Name:C-E-F-H | Region:North Country Region,59,5,4/24/2018,"The separation will occur July 20, 2018.",6/1/2018,Economic,Plant Closing,Plant Closing,Local 95c ICWU/UFCW,"Daniel Naiman, Sr. Director, Human Resources",(212) 733-2110,13-0430890,2017-0348,6344
"Sterling National Bank – Port Washington Financial Center 110 Main Street Port Washnington, NY 11050",Financial Institution,Nassau | WDB Name: OYSTER BAY/NO. HEMPSTEAD/GLEN COVE| Region: Long Island,4,1,4/23/2018,"The  employee separations will occur in stages, with this stage expected to commence  during the 14-day period starting on 7/24/2018.",To be Determined,Acquisition of Astoria Bank by Sterling National Bank,Plant Closing,Plant Closing,The affected employees are not represented by a union.,"Gary Zimbalatti,  First Vice President, Director HR Business Partners",(516) 327-7624,13-1726107,2017-0346,6343
"The Mandell SchoolWest Village, 160 Christopher StreetNew York, NY 10014",Pre-School,New York | WDB Name:NEW YORK CITY | Region:New York City,58 (Total affected at all sites),14,3/30/2018,"The first set of employees will be separated from employment on June 27, 2018, the remaining employees will be terminated on June 29, 2018.",6/30/2018,Economic,Plant Closing,Plant Closing,The affected employees are not represented by a union.,"Narobi Melendez, Little Bird Human Resources",(212) 786-7945,47-5466716,2017-0338,6342
"Phoenix House Foundation 42-50 Jay Street Brooklyn, NY 11201",Addiction treatment center,Kings | WDB Name: NEW YORK CITY  | Region: New York City,-----,30,4/17/2018,,-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Mark G. White, Director Human Resources",(718) 222-6649,23-7013149,2017-0341,6341
"New Hope Academy Charter School 475 E 57th Street Brooklyn, NY 11203",School,Kings | WDB Name: NEW YORK CITY  | Region: New York City,42,42,3/29/2018,"The  first set of employees will be separated from employment on June 27, 2018, the remaining  employees will be terminated on June 29, 2018.",6/30/2018,Economic,Plant Closing,Plant Closing,The affected  workers are not represented by a union.,"Narobi Melendez, Little Bird Human Resources",(212) 786-7945,47-5466716,2017-0342,6340
"Barclays Services Corp. (Chief Operating Office teams)745 Seventh AvenueNew York, NY 10019",Banking,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,112,4/9/2018 Amended:4/23/2018,"The first wave of employee transfers to the Whippany, New Jersey office and employee separations (if any) are scheduled to begin on July 9, 2018 and be completed by September 7, 2018.",-----,"Relocation of a number of the Chief Operating Office teams to Whippany, New Jersey.",Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Linda Fox, Director, Employee Relations",(212) 526-5862,13-3714398,2017-0322,6339
"Sears Full Line Strore (Unit #01524)317 Greece Ridge Center DriveRochester, NY 14626",Retail Store,Monroe | WDB Name: MONROE | Region:Finger Lakes Region,50,50,4/12/2018,Separations will commence on 7/8/2018 with the remainder to occur during a 14-day period ending on or about 7/29/2018.,7/15/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Cindy Courchaine, Market Manager Human Resources",(724) 601-9321,36-1750680,2017-0336,6338
"Medical Transportation Management, Inc. (Call Center)882 Third Avenue, 11th FloorBrooklyn, NY 11232",Call Center arranging transportation services under contracts with various health care providers and health insurance companies.,Kings | WDB Name: NEW YORK CITY | Region: New York City,57,57,4/17/2018,7/25/2018,7/25/2018,Economic,Plant Closing,Plant Closing,United Construction Trades & Industrial Employees (UCTIE) Local 621,"Lindsey Hoffman, Director of Human Resources Operations",(636) 695-5683,43-1719762,2017-0335,6337
"Eastman Kodak Company (Kodak  Office) 343 State Street Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name: MONROE  | Region: Finger Lakes Region,-----,1,4/3/2018,7/1/2018,-----,Economic,Plant Layoff,Plant Layoff,The affected  worker is not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,16-0417150,2017-0332,6333
"Sanmina Corporation1200 Taylor RoadOwego, NY 13827",Manufacturer of printed circuit boards,Tioga | WDB Name: BROOME/TIOGA | Region:Southern Region,163,163,12/6/2017  Amended:4/11/2018,"Twenty-five (25) employee separations have been extended from the 14-day period starting on March 7, 2018 to the 14-day period starting on April 27, 2018 and 119 employee separations are expected to occur during the 14-day period starting on July 11, 2018.There are eighteen (18) employees that will be retained from April 12, 2018 thru October 26, 2018 and one remaining employee will be retained through July 26, 2019.",7/11/2018 or within 14 days thereafter.,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Laurie Simpson, Senior Regional Human Resources Manager",(714) 913-2204,77-0228183,2017-0153,6332
"MZL Home Care Agency, LLC1819 East 13th StreetBrooklyn, NY 11229",Home care field operations,Kings | WDB Name:NEW YORK CITY | Region:New York City,1535,1535,4/6/2018,7/15/2018,7/15/2018,Sale of certain assets to Allen Health Services.,Plant Closing,Plant Closing,UFCW Local 2013,"Walter Kaltenbach, Chief Operating Officer",(718) 575-9090 Ext: 133,11-3403140,2017-0321,6331
"Eastman Kodak Company (Kodak Office)343 State StreetRochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name:MONROE | Region:Finger Lakes Region,-----,1,4/5/2018,7/3/2018,-----,Economic,Plant Layoff,Plant Layoff,The affected worker is not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,16-0417150,2017-0334,6329
"Express Mart Franchising Corporation (Office) 7401 Round Pond Road Syracuse, NY 13212",Convenience Store,Onondaga | WDB Name:ONONDAGA | Region: Central Region,53,53,4/16/2018,It is presently expected that employees will be separated beginning on 7/18/2018 and on various dates through 12/5/2018.,12/5/2018,Sale of company’s assets to Speedway.,Plant Closing,Plant Closing,The affected workers are not represented by a union. Non Union.,"Lisa Toscano, HR Administrator",(315) 446-0125 Ext: 106,16-1355422,2017-0331,6328
"Sterling National Bank - Penn Plaza Financial Center7 Penn PlazaNew York, NY 10001",Financial Institution,New York | WDB Name:NEW YORK CITY | Region:New York City,-----,1,4/16/2018,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on 7/17/2018.",To be Determined,Acquisition of Astoria Bank by Sterling National Bank,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Gary Zimbalatti,First Vice President, Director HR Business Partners",(516) 327-7624,13-1726107,2017-0329,6327
"Heidenhain Corporation One Precision Way, Mason  Industrial Park Jamestown, NY 14701",Manufacturing (Optics and Electronics Precision Graduations),Chautauqua | WDB Name: CHAUTAUQUA  | Region: Western Region,39,39,4/12/2018,10/1/2018,10/1/2018,"Transfer of operations to Schaumburg, IL  or Tarsdorf, Austria.",Plant Closing,Plant Closing,The affected  workers are not represented by a union.,"Sally Overend, Human Resources",(716) 661-1761,36-2584485,2017-0328,6326
"CookiesKids.com Inc. (Distribution Facility)265 Livingston StreetBrooklyn, NY 11217",Children's Clothing and accessories,Kings | WDB Name:NEW YORK CITY | Region:New York City,68,68,4/13/2018,Layoffs will begin on 7/10/2018 and run through 7/24/2018.,7/24/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"David Chalom, Chief Financial Officer",(718) 797-3300,11-3543919,2017-0327,6325
"The Neiman Marcus Group LLC Last CallWoodbury Commons, 934 Adirondack WayCentral Valley, NY 10917",Clothing and accessories retail store,Orange | WDB Name:ORANGE | Region: Mid-Hudson Region,40,40,4/16/2018,"The first separation is expected to occur on 7/27/2018, or the 14-day period commencing on that date.",7/27/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"John Marazio, Vice President, Human Resources",(214) 573-5338,95-4119509,2017-0326,6324
"Aspire of WNY, Inc.2495 Main StreetBuffalo, NY 14214",Provides services to developmentally disabled individuals of all ages.,Erie | WDB Name:ERIE | Region: Western RegionChautauqua \ WDB Name: CHAUTAUQUA \ Region: Western Region,-----,42,4/4/2018,6/29/2018,-----,"Transition of services to Person Centered Services Care Coordination Organization (PCS).Affected Aspire employees were offered employment with PCS to commence onJuly 2, 2018.No employment losses are expected to result from this transition.",Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Melissa Roth, Vice President of Human Resources, Aspire of WNY, Inc.",(716) 505-5610,16-0757756,2017-0324,6323
"Barclays Services Corp.(Chief Operating Office teams)745 Seventh AvenueNew York, NY 10019",Banking,New York | WDB Name:NEW YORK CITY | Region: New York City,-----,440 total affected employees at both sites.,4/9/2018,"The first wave of employee transfers to the Whippany, New Jersey office and employee separations (if any) are scheduled to begin on July 9, 2018 and be completed by September 7, 2018.",-----,"Relocation of a number of the Chief Operating Office teams to Whippany, New Jersey.",Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Linda Fox, Director, Employee Relations",(212) 526-5862,13-3714398,2017-0322,6322
"Citizen Watch Company of America, Inc. (Warehouse & Distribution Operating Units)1 Bulova AvenueWoodside, NY 11377",Warehousing/Distribution and after sales service,Queens | WDB Name:NEW YORK CITY | Region:New York City,-----,59,12/29/2017 Amendment: 4/12/2018,"Nineteen (19) employee separations will be extended from March 30, 2018 to commencing on or about June 29, 2018, or within 14 days thereafter.",6/29/2018,Economic,Plant Unit Closing,Plant Unit Closing,Independent Production Maintenance and Service Employees Union,"Seth Presser, General Counsel",(212) 497-9795,95-2934490,2017-0179,6321
"Prompt Direct Inc. 66 Willow Avenue Staten Island, NY 10305",Marketing agency,New York | WDB Name: NEW YORK CITY  | Region: New York City,49,49,4/4/2018,,7/3/2018,Economic,Plant Closing,Plant Closing,The affected  workers are not represented by a union.,"Andrew Masucci, CEO",(718) 447-6206 Ext: 117,13-2972895,2017-0320,6320
"Nine West Holdings, Inc. 1411 Broadway New York, NY 10018",Wholesale footwear and handbag assets,New York | WDB Name:NEW YORK CITY  | Region: New York City,203,203,4/6/2018,,7/4/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Nancy Blok-Andersen, Senior Vice President, Human  Resources",(212) 536-9505,-----,2017-0319,6319
"Mattel, Inc. 675 Avenue of the Americas New York, NY 10010",Toy manufacturing company,New York | WDB Name: NEW YORK CITY  | Region: New York City,143,143,4/9/2018,"The first of any employment losses are expected to  occur on July 13, 2018.",8/31/2018,Economic,Plant Closing,Plant Closing,The affected  workers are not represented by a union.,"Justin Robinson, Vice President Human Resources",(716) 687-3670,95-4658541,2017-0318,6318
"1 BB Food and Drink Corp. (1 Hotel Brooklyn, Bridge)60 Furman StreetBrooklyn, NY 11201",Provide food services,Kings | WDB Name: NEW YORK CITY | Region: New York City,126,126,4/6/2018,7/11/2018,7/11/2018,Contract expired,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Luz Zenteno, Human Resources Director",(347) 696-2503,82-1483403,2017-0317,6317
"Newsday LLC235 Pinelawn RoadMelville, NY 11747",Newspaper print and distribution,Suffolk | WDB Name: SUFFOLK | Region: Long Island,1423,12,4/9/2018,"This phase 6 of employee separations are expected to occur during the 14- day period starting on July 9, 2018.",October 2018,Economic,Plant Unit Closing,Plant Unit Closing,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters","Donna Cesarani, Director, Human Resources",(631) 843-2654,26-2913173,2017-0316,6315
"Sterling National Bank - Lefrak City Financial Center57-07 Junction BlvdElmhurst, NY 11373",Financial Institution,Queens | WDB Name:NEW YORK CITY | Region: New York City,-----,1,4/9/2018,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on July 10, 2018. Other stages may commence throughout the remainder of 2018.",-----,Acquisition of Astoria Bank by Sterling National Bank,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Gary Zimbalatti,Assistant Director-Employee Services",(516) 327-7624,13-1726107,2017-0315,6314
